"IDCLOUD";"ID";"IDCIDADE";"IDREPRESENTANTE";"NOMEFANTASIA";"NOMECONTATO";"RAZAOSOCIAL";"CNPJ";"CNAE";"INSCRICAOESTADUAL";"EMAIL";"RAMOATIVIDADE";"REPRESENTANTE";"NOVO";"STATUS";"ATIVO";"CEP";"BAIRRO";"CIDADE";"COMPLEMENTO";"NUMERO";"ENDERECO";"UF";"DATAVIGENCIA";"CADASTRADAPOR";"OBSERVACOES";"FONECOBRANCA";"FONEADICIONAL";"DATAINICIO";"DIASLICENCAPROVISORIA";"VALORMENSALIDADE";"VALORIMPLANTACAO"
33435040;334;4563;0;"BASI CAPAS";"PEDRO";"BASI CAPAS";"35040235000191";"";"11222333";"pedro.basiblemer@gmail.com";"0";"";"N";1;"";"85819351";"MARIA LUIZA";"CASCAVEL";"";2532;"AV. CARLOS GOMES";"PR";"";"";"

";"4599285271";"";"05/10/2020";0;"0";"0"
33537991;335;4563;0;"DIAS MOTO PECAS";"CLAUDIO";"DIAS MOTO PECAS CASCAVEL LTDA";"37991849000184";"";"9085631664";"diasmotoscascavel@gmail.com";"0";"";"N";1;"";"85810000";"CENTRO";"CASCAVEL";"";7342;"AV BRASIL";"PR";"";"";"
";"30963334";"";"06/10/2020";0;"0";"0"
33610259;336;4563;0;"BAR DO JO";"CLAUDIO";"VINIBEL COMERCIO DE LANCHES LTDA";"10259212000222";"";"9085479501";"@";"0";"";"N";1;"";"85812001";"CENTRO";"CASCAVEL";"";5794;"AV. BRASIL";"PR";"";"";"
";"30382266";"";"09/10/2020";0;"0";"0"
33704231;337;4563;0;"BOMBAR";"";"GEANI LIMA BARBATO RESTAURANTE";"04231860000197";"";"9082767794";"@";"0";"";"N";1;"";"85806135";"ESMERALDA";"CASCAVEL";"";803;"R. CASSIA";"PR";"";"";"


99090806";"99090806";"";"09/10/2020";0;"0";"0"
33838414;338;4583;0;"M T BRIZOLA PIZZARIA LTDA";"JOAO BRIZOLA";"M T BRIZOLA PIZZARIA LTDA";"38414038000183";"";"9086102452";"@";"0";"";"N";1;"";"85900020";"CENTRO";"TOLEDO";"";2488;"R. ALMIRANTE BARROSO";"PR";"";"";"
";"99798071";"";"10/10/2020";0;"0";"0"
33936040;339;5111;0;"PIZZARIA MARQUES CACHOEIRINHA";"FRAN";"DIEGO SANTOS RESTAURANTE LTDA";"36040104000177";"";"1770235067";"fran@galeteriacasadomarques.com.br";"0";"";"N";1;"";"94931023";"CENTRO";"CACHOEIRINHA";"";595;"AV. OBEDY CANDIDO VIEIRA";"RS";"";"";"";"51999608266";"";"13/10/2020";0;"0";"0"
34011740;340;4563;0;"TONHO RESTAURANTES";"SAMARA ANZOLIN";"ANZOLIN & CECHIN LTDA";"11740649000165";"";"9053032017";"samaraanzolin@hotmail.com";"0";"";"N";1;"";"85805260";"ALTO ALEGRE";"CASCAVEL";"";4533;"RUA CUIABA";"PR";"";"";"";"984049328";"";"19/10/2020";0;"0";"0"
34134832;341;4563;0;"CASCAVEL BEBIDAS";"WILSON/ADRIEL/MONICA";"UNICONAN BEBIDAS E CONVENIENCIA LTDA";"34832208000199";"";"9085485749";"contato@arenacascavel.com.br";"0";"DANIEL";"N";3;"";"85810000";"CENTRO";"CASCAVEL";"";7298;"AV BRASIL";"PR";"";"";"

";"4533064756";"";"20/10/2020";0;"0";"0"
34239442;342;4563;0;"BEBIDAS BARTINIK";"ALISON";"BEBIDAS BARTINIK EIRELI";"39442741000168";"";"9086572416";"scherrersilva97@gmail.com";"0";"ANDERSON";"N";1;"";"85807550";"COQUEIRAL";"CASCAVEL";"";1537;"R. FRANCISCO BARTINIK";"PR";"";"";"
";"98431876";"";"25/10/2020";0;"0";"0"
34334631;343;4563;0;"CONTAINERCHOPP BEBIDAS";"JAMILA";"CONTAINERCHOPP BEBIDAS LTDA.";"34631050000199";"";"9082437492";"@";"0";"";"N";1;"";"85802030";"PQ SAO PAULO";"CASCAVEL";"";2307;"R. CUIABA";"PR";"";"";"
";"999980114";"";"29/10/2020";0;"0";"0"
34432759;344;1779;0;"AÇAI DO CARIOCA";"MARCOS";"NILZELIA GOMES DA SILVA 00902099582";"32759635000163";"";"155597701";"marcoscariocabbg@gmail.com";"0";"RAFAEL";"N";1;"";"45120000";"CENTRO";"BARRA DO CHOCA";"";305;"10 AVENIDA GETULIO VARGAS  ";"BA";"";"";"
";"77988590859";"";"03/11/2020";0;"0";"0"
34510331;345;4563;0;"BELLAS PISCINAS";"IVONETE";"C NUNES & CIA LTDA";"10331256000135";"";"9045404550";"@";"0";"";"N";1;"";"85812000";"CENTRO";"CASCAVEL";"";4188;"AV. BRASIL";"PR";"";"";"
";"32240185";"";"05/11/2020";0;"0";"0"
34628624;346;4725;0;"BONI SUSHI - CAMPINA DA LAGOA";"FABRICIO ";"A. C. ZAFALON BONIFACIO";"28624881000130";"";"9076036362";"@";"0";"";"N";1;"";"87345000";"CENTRO";"CAMPINA DA LAGOA";"";1036;"AV BRASIL";"PR";"";"";"
";"4498790304";"";"07/11/2020";0;"0";"0"
34716638;347;4563;0;"ESKINA DO SABOR";"MARCOS";"MARCO A. FORCELLINI VIVIAN";"39696530000151";"";"9086842499";"@";"0";"";"N";1;"";"85814200";"BRAZMADEIRA";"CASCAVEL";"";39;"R. OSWALDO EXPEDITO DALLOGLIO";"PR";"";"";"";"99865700";"";"09/11/2020";0;"0";"0"
34816638;348;4563;0;"FEIRA MODERNA";"KARLA";"FEIRA MODERNA";"16638863000129";"";"11122233";"@";"0";"";"N";1;"";"85811290";"TROPICAL";"CASCAVEL";"";3037;"R. FORTALEZA";"PR";"";"";"
";"4197347275";"";"11/11/2020";0;"0";"0"
34916638;349;4563;0;"ATELIE DONNA CHICA";"CHICO";"ATELIE DONNA CHICA";"08690312951";"";"11122233";"@";"0";"";"N";1;"";"85811260";"CONSOLATA";"CASCAVEL";"";1648;"R. AGOSTINHO DOS SANTOS";"PR";"";"";"

";"98185940";"";"17/11/2020";0;"0";"0"
35039281;350;5084;0;"CANDY DREAMS ";"ANNE";"CANDY DREAMS";"39281112000101";"";"0963831739";"annekbiehl@gmail.com";"0";"";"N";1;"";"90560003";"FLORESTA";"PORTO ALEGRE";"";2209;"AV. CRSITOVAO COLOMBO";"RS";"";"";"
";"51996006808";"";"18/11/2020";0;"0";"0"
35139281;351;5084;0;"STORE IN STORE";"ANNE";"STORE IN STORE";"39281112000284";"";"0963836382";"annekbiehl@gmail.com";"0";"";"N";1;"";"90560003";"FLORESTA";"PORTO ALEGRE";"";545;"AV. CRISTOVAO COLOMBO";"RS";"";"";"
";"51996006808";"";"20/11/2020";0;"0";"0"
35216638;352;4563;0;"PASTELARIA";"DENISE";"PASTELARIA";"16638863000129";"";"111222333";"@";"0";"";"N";3;"";"85811290";"NEVA";"CASCAVEL";"";3639;"R. CUIABA";"PR";"";"";"
";"999812961";"";"25/11/2020";0;"0";"0"
35333960;353;4563;0;"ROYER & ROYER";"LUIZ";"ROYER & ROYER";"39829630000109";"";"9087014883";"cleanupvendas@hotmail.com";"2";"";"N";1;"";"85816294";"SÃO CRISTOVÃO";"CASCAVEL";"LOJA 8-9";3182;"AV. BRASIL";"PR";"";"";"
começou dia  07/12

";"45998602369";"";"26/11/2020";0;"0";"0"
35439605;354;613;0;"GIU SUSHI";"GIU";"GIULIANO SOARES RIBEIRO 43893076816";"39605930000104";"";"563066699115";"contatodogiusushi@gamil.com";"0";"DANIEL";"N";1;"";"19400000";"CENTRO";"PRESIDENTE VENCESLAU";"";324;"AVENIDA JOAO PESSOA";"SP";"";"";"PERMUTA POR PUBLICIDADE
";"18996668230";"";"03/12/2020";0;"0";"0"
35516638;355;4563;0;"LAS VEGAS LANCHES";"EDENILSON";"LAS VEGAS LANCHES";"16638863000129";"";"11122233";"@";"0";"";"N";3;"";"85811290";"BRASMEADEIRA";"CASCAVEL";"";1;"R. ";"PR";"";"";"
";"99507839";"";"08/12/2020";0;"0";"0"
35616638;356;4563;0;"CONTROLE";"DANIEL";"CONTROLE";"16638863000135";"";"";"daniel@daniel.com";"0";"";"N";1;"";"85080000";"CENTRO";"CASCAVEL";"";15;"AV BRASI";"PR";"";"";"
";"4530391786";"";"09/12/2020";0;"0";"0"
35738049;357;1673;0;"FAST POINT ";"CRISTIANO";"ACL CONVENIENCIA LTDA";"38049131000136";"";"38071800023";"cristianodutra87@hotmail.com";"0";"";"";0;"";"3997070";"CENTRO";"PEDRA AZUL";"";635;"AVENIDA SETE DE SETEMBRO";"MG";"";"";"";"33991576222";"";"09/12/2020";0;"0";"0"
35839553;358;4571;0;"KAMI DELIVERY";"FRAN";"SILVA ASIAN FOOD LTDA";"39553315000100";"";"5611201";"alexandredasilva8991@gmail.com";"0";"";"N";1;"";"85853000";"VILA YOLANDA";"FOZ DO IGUACU";"";3570;"AV DAS CATARATAS";"PR";"";"";"
";"45991483611";"";"16/12/2020";0;"0";"0"
35920916;359;4563;0;"SENSACAO CHURROS";"ELISETE";"SENSACAO CHURROS GOURMET";"20916120000140";"";"9068354100";"@";"0";"";"N";3;"";"85812001";"CENTRO";"CASCAVEL";"";7624;"AV. BRASIL";"PR";"";"";"
";"98202015";"";"16/12/2020";0;"0";"0"
36038663;360;4563;0;"LOJA DA MANDRAKA";"LUANA";"LOJA DA MANDRAKA";"38663809000176";"";"111222333";"@";"0";"";"N";1;"";"85815460";"BRASILIA";"CASCAVEL";"";1459;"R.ALTEMAR DULTRA";"PR";"";"";"
";"99062273";"";"05/01/2021";0;"0";"0"
36139362;361;4563;0;"C CONVENIENCIA E MERCIARIA LTDA";"MONIKA";"C CONVENIENCIA E MERCIARIA LTDA";"39362620000106";"";"	90864774-21";"@";"0";"";"N";1;"";"85806747";"ESMERALDA";"CASCAVEL";"";2210;"R. BOROROS";"PR";"";"";"
";"91367742";"";"07/01/2021";0;"0";"0"
36216638;362;4563;0;"JMC CENTRO AUTOMOTIVO";"PATRICIA";"JMC CENTRO AUTOMOTIVO";"40570815000120";"";"11223333";"@";"0";"ANDERSON";"N";1;"";"85805210";"CENTRO";"CASCAVEL";"";2198;"R. SANTA CATARINA";"PR";"";"";"


";"45 9916 8895";"";"12/01/2021";0;"0";"0"
36312345;363;2940;0;"BELLA LIMA SEMIJOIAS";"FRANCIELLI";"FRANCIELLI DOS SANTOS LIMA";"12345678901230";"";"";"bellalimasemijoias@outlook.com.br";"0";"";"N";1;"";"85807845";"FELICITA";"CASCAVEL";"";200;"AV DAS TORRES";"CE";"";"";"

";"459966661";"";"19/01/2021";0;"0";"0"
36422956;364;4563;0;"LOJA DO CERVEJEIRO";"LUANA";"LOJA DO CERVEJEIRO LTDA";"22956193000191";"";"9070450809";"luana@lojadocervejeiro.com.br";"0";"DANIEL";"N";1;"";"85801170";"CENTRO";"CASCAVEL";"";1801;"MARECHAL CANDIDO RONDON";"PR";"";"";"
";"4530353830";"";"22/01/2021";0;"0";"0"
36523734;365;4563;0;"PREMIER ESPETINHOS";"PATRICIA OU ANDERSON";"PREMIER COMERCIO DE ALIMENTOS LTDA";"23734634000173";"";"";"premier@premierespetinhos.com.br";"0";"";"N";1;"";"85810011";"CENTRO";"CASCAVEL";"";2527;"PARANA";"PR";"";"";"
";"45998348293";"";"28/01/2021";0;"0";"0"
36623734;366;4563;0;"PREIMIER ESPETINHOS VICENTE";"PATRICIA, ANDERSON OU DANIEL";"PREMIER COMERCIO DE ALIMENTOS LTDA";"23734634000173";"";"";"premier@premierespetinhos.com.br";"0";"";"N";1;"";"85810011";"CENTRO";"CASCAVEL";"";123;"VICENTE MACHADO";"PR";"";"";"
";"45999343477";"";"28/01/2021";0;"0";"0"
36734734;367;4560;0;"RUSTICO BAR E PETISCARIA";"ROSE";"WAGNER JOSE JOAO 03884636944";"34734748000130";"";"";"rusticobarva@gmail.com";"0";"DANIEL";"N";1;"";"85780000";"CENTRO";"BOA VISTA DA APARECIDA";"";1056;"AV TANCREDO NEVES";"PR";"";"";"
";"4591087837";"";"03/02/2021";0;"180";"500"
36822020;368;4563;0;"DISTRIBUIDORA RIO DA PAZ";"RICARDO";"E J OLIVEIRA DOS SANTOS - DISTRIBUIDORA DE BEBIDAS - LTDA";"22020140000164";"";"9086269667";"@";"0";"DANIEL";"N";1;"";"85803100";"SANTA FELICIDADE";"CASCAVEL";"";1906;"R. RIO DA PAZ";"PR";"";"";"";"998621435";"";"04/02/2021";0;"150";"100"
36939577;369;4571;0;"CONTAINER CHOPP";"MAURICIO";"MPG COMERCIO DE BEBIDAS LTDA";"39577338000146";"";"9086831705";"@";"0";"ANDERSON";"N";1;"";"85852000";"CENTRO";"FOZ DO IGUACU";"";1089;"AV. PARANA";"PR";"";"";"

";"45999426400";"";"11/02/2021";0;"300";"0"
37029615;370;4563;0;"CAO VEIO BURGER";"ELYS";"J. W. FERREIRA DOS SANTOS - HAMBURGUERIA";"29615984000105";"";"";"caoveioburguer@outlook.com.br";"0";"DANIEL";"N";1;"";"85812001";"CENTRO";"CASCAVEL";"";5276;"AV BRASIL";"PR";"";"";"
";"4599187132";"";"11/02/2021";0;"250";"0"
37116638;371;4563;0;"ZZLANCHES";"ZZ";"ZZLANCHES LTDA";"16638863000129";"";"111222333";"@";"0";"(empty)";"N";3;"";"85811290";"CENTRO";"CASCAVEL";"(empty)";12;"R.";"PR";"";"";"(empty)";"45999102545";"(empty)";"12/02/2021";0;"0";"0"
37227216;372;5582;0;"HONORIOS CALDOS";"HONORIO";"MARIA DE FATIMA SANTOS";"27216281000170";"";"138860509";"honorioscaldos@hotmail.com";"0";"";"N";1;"";"47850000";"CENTRO";"LUIS EDUARDO MAGALHAES";"";301;"RUA MATO GROSSO";"BA";"";"";"380,00 mensalidade + 450,00 implantação- não iniciou ainda

";"7736285920";"";"12/02/2021";0;"0";"0"
37309563;373;4563;0;"TABERNA DO ALEMAO";"DENISE";"TABERNA DO ALEMAO";"45984730000102";"";"9094582692";"@";"0";"";"N";3;"";"85811290";"NEVA";"CASCAVEL";"";3639;"R. CUIABA";"PR";"";"";"100 mensalidade";"999812961";"";"16/02/2021";0;"0";"0"
37440168;374;4563;0;"BRASA HOOKAH";"4";"BRASA HOOKAH TABACARIA LTDA";"40168515000110";"";"90874262-19";"wlavancini@gmail.com";"0";"ANDERSON";"N";1;"";"85813010";"SAO CRISTOVAO";"CASCAVEL";"";100;"RUA PARANA";"PR";"";"";"
";"00047911128";"";"17/02/2021";0;"150";"0"
37530506;375;4563;0;"HOOKAH BLACK";"ANTENOR";"N. L. MACHADO - TABACARIA";"30506732000119";"";"90781649-45";"pedrojr@organac.com.br";"0";"(empty)";"N";1;"";"85817310";"PERIOLO";"CASCAVEL";"(empty)";1418;"RUA EUROPA";"PR";"";"";"80,00
 MENSALIDADES, JUNTO COM A LOJA ANTIGA";"00453099415";"(empty)";"18/02/2021";0;"80";"0"
37623469;376;5082;0;"GALETO D PRIMO";"A";"LUTIANE URNAUER 01512909033";"23469540000114";"";"111222333";"@";"0";"";"N";1;"";"11122233";"CENTRO";"PORTO ALEGRE";"";123;"R.";"RS";"";"";"começou dia 01/03  150,00 mensalidade/ s IMPLANTAÇÃO";"5195887070";"";"18/02/2021";0;"0";"0"
37716638;377;4563;0;"ZZ LANCHES";"FAGNER";"ZZ LANCHES";"16638863000129";"";"111222333";"@";"0";"";"N";3;"";"85811290";"SANTA CRUZ";"CASCAVEL";"";1;"R.";"PR";"";"";"PARADADO DEVIDO A PANDEMIA";"998477574";"";"19/02/2021";0;"0";"0"
37816638;378;4563;0;"LASVEGAS";"A";"LAS VEGAS";"16638863000129";"";"111222333";"@";"0";"";"N";3;"";"11122233";"CENTRO";"CASCAVEL";"";1;"R.";"PR";"";"";"iniciar depois do dia 15/03

";"0000045";"";"22/02/2021";0;"0";"0"
37922516;379;4563;0;"LIGA BRAZUCA";"A";"LIGA BRAZUCA";"22516469000110";"";"11122233";"@";"0";"";"N";3;"";"11122233";"BR";"CASCAVEL";"";15308;"PR-486";"PR";"";"";"mens 150,00   n 400,000 impl   -  c depois da  pandemia
TALVEZ INICIA DIA 12";"0984338595";"";"24/02/2021";0;"0";"0"
38015072;380;4563;0;"L BACCIN RESTAURANTE ME";"LEONIR";"L BACCIN RESTAURANTE ME";"15072417000137";"";"9058674823";"@";"0";"";"N";1;"";"85801095";"CENTRO";"CASCAVEL";"";10;"R. JARLINDO JOAO GRANDO";"PR";"";"";"
";"999186846";"";"24/02/2021";0;"0";"0"
38140933;381;4563;0;"JORJAO LANCHES";"JORGE";"JORJAO LANCHES";"40933819000126";"";"11122233";"jorjaolanhes0@gmail.com";"0";"";"N";1;"";"85811350";"CLAUDETE";"CASCAVEL";"";1445;"R. JORGE LACERDA";"PR";"";"";"150,00 - dia do cadastro

";"98346019";"";"25/02/2021";0;"0";"0"
38216638;382;4563;0;"CONTROLE SISTEMAS (OFICIAL)";"DANIEL";"MOLINA E PAIXAO SIST INFORMACAO LTDA";"16638863000129";"";"";"";"0";"";"N";1;"";"85811290";"CENTRO";"";"";1774;"AV BRASIL";"PR";"";"";"
";"4530391786";"";"26/02/2021";0;"0";"0"
38311408;383;5084;0;"EMPÓRIO MARQUÊS";"THAIS";"EMPÓRIO MARQUÊS REST E BOUTIQUE DE CARNES LTDA";"11408789000130";"";"111222333";"@";"0";"";"N";1;"";"90480005";"AUXILIADORA";"PORTO ALEGRE";"";1249;"AV CARLOS GOMES";"RS";"";"";"
fechado, devido a PANDEMIA

";"91161052";"";"03/03/2021";0;"0";"0"
38440716;384;4563;0;"NONA LUCIA BOLO CASEIRO";"JOSI COUTO";"ROSANGELA BOLOS CASEIROS LTDA";"40716981000192";"";"9087913209";"nona4728@gmail.com";"0";"DANIEL";"N";1;"";"85812035";"CENTRO";"CASCAVEL";"";2425;"RUA MINAS GERAIS";"PR";"";"";"

";"4588137191";"";"05/03/2021";0;"180";"0"
38539960;385;4563;0;"SOS MECANICA";"SALETE";"SOS MECANICA";"39960789000168";"";"111222333";"@";"0";"";"N";1;"";"85816010";"SAO CRISTOVAO";"CASCAVEL";"";1902;"R. JACAREZINH";"PR";"";"";"
";"999652839";"";"08/03/2021";0;"0";"0"
38621379;386;4563;0;"CONTROLE SISTEMAS";"CLARICE/VALDEMAR";"CONTROLE SISTEMAS";"21379999000100";"";"9068332718";"@";"0";"";"N";3;"";"85801240";"CENTRO";"CASCAVEL";"";2999;"RUA  VISCONDE DO RIO BRANCO";"PR";"";"";"
";"4530269509";"";"10/03/2021";0;"0";"0"
38721379;387;4563;0;"CONTROLE SISTEMAS";"CLARICE/VALDEMAR";"CONTROLE SISTEMAS";"21379999000100";"";"9068332718";"@";"0";"";"N";3;"";"85801240";"CENTRO";"CASCAVEL";"";2999;"RUA  VISCONDE DO RIO BRANCO";"PR";"";"";"
";"4530269509";"";"10/03/2021";0;"0";"0"
38821379;388;4563;0;"CONTROLE SISTEMAS";"DANIEL";"CONTROLE SISTEMAS";"21379999000100";"";"9068332718";"@";"0";"";"N";1;"";"85801240";"CENTRO";"CASCAVEL";"";2999;"RUA  VISCONDE DO RIO BRANCO";"PR";"";"";"teste
";"4530269509";"";"10/03/2021";0;"100";"0"
38940836;389;4563;0;"SWEET WORLD";"ANDERSON";"ANDERSON LUIZ GONCALVES DA ROCHA";"40836477000126";"";"";"sweetworldcascavel@gmail.com";"2";"";"N";1;"";"85804260";"GUARUJA";"CASCAVEL";"";396;"AV GRALHA AZUL";"PR";"";"";"NAO POSSUI EMISSAO DE NOTA FISCAL ELETRONICA
1 PDV

";"32265146";"999125022";"10/03/2021";0;"120";"0"
39034020;390;4563;0;"RICARDO HENRIQUE VIGO";"RICARDO";"RICARDO HENRIQUE VIGO";"34020712000194";"";"9088055770";"@";"2";"";"N";1;"";"85814580";"FLORESTA";"CASCAVEL";"";493;"R. FLAMINGO";"PR";"";"";"Implantacao boleto para 30 dias direto.

";"99981987";"";"18/03/2021";0;"0";"0"
39135926;391;4563;0;"VALE VERDE";"VALRDELI";"WILLY HENRIQUE FARIAS DE PAULA";"35926854000188";"";"9083691651";"@";"0";"ANDERSON";"N";1;"";"85817310";"PERIOLO";"CASCAVEL";"";1965;"R. EUROPA";"PR";"";"";"VARDELI FARIAS (VALE VERDE) FOI BAIXADA NÃO EXISTE MAIS, ESTÁ É A NOVA EMPRESA.
";"999432043";"";"24/03/2021";0;"0";"0"
39240462;392;4478;0;"SAKA SUSHI";"PAULO";"SAKA GUARAPUAVA COZINHA ORIENTAL LTDA";"40462527000152";"";"9087629080";"@";"0";"";"N";1;"";"85015240";"SANTA CRUZ";"GUARAPUAVA";"";989;"R. COMENDADOR NORBERTO";"PR";"";"";"sem implantação vai iniciar dia 07 de abril.
";"42991113031";"";"06/04/2021";0;"200";"0"
39323931;393;4563;0;"FORMIGUEIRO";"GRAZIELA";"G.P. DE OLIVEIRA - ME";"23931234000158";"";"9073177658";"formigueirobolocaseiro@hotmail.com";"0";"ANDERSON";"N";1;"";"85810020";"CENTRO";"CASCAVEL";"";516;"R. PERNAMBUCO";"PR";"";"";"IMPLANTACAO 50% PERMUTA 75.00 ANDERSON 75.00 JECIKA
150.00 BOLETO JUNTO COM A PRIMEIRA MENSALIDADE.";"30966096";"";"12/04/2021";0;"90";"150"
39426029;394;4563;0;"TOCA DO REI";"FRANCIELE";"TOCA DO REI";"26029400000113";"";"9073387202";"@";"0";"";"N";1;"";"85806330";"SANTA CRUZ";"CASCAVEL";"";155;"R. AIMORES";"PR";"";"";"vai iniciar dia 16 de abril, implantação vai decidir se a vista ou no boleto.mensalidade 250,00
implantação 600,00
iniciou dia 23/04
";"30963722";"998046646";"15/04/2021";0;"0";"0"
39523931;395;4563;0;"FORMIGUEIRO";"GRAZIELA";"G.P. DE OLIVEIRA - ME";"23931234000158";"";"9073177658";"formigueirobolocaseiro@hotmail.com";"0";"";"N";1;"";"85810020";"CENTRO";"CASCAVEL";"";516;"R. PERNAMBUCO";"PR";"";"";"";"30966096";"";"20/04/2021";0;"0";"0"
39614984;396;4563;0;"YAKI SOBARIA";"JULIANA";"YAKI SOBARIA";"14984118000106";"";"9086519442";"@";"0";"";"N";1;"";"85805000";"CENTRO";"CASCAVEL";"";2320;"AV. TANCREDO NEVES";"PR";"";"";"segunda empresa do sabor e aroma, funciona no mesmo lugar, sem implantação.
";"998018551";"";"23/04/2021";0;"100";"0"
39732251;397;4563;0;"ALYSSON HICALLO MENDONCA";"ANA PAULA";"ALYSSON HICALLO MENDONCA 04978701180";"45665482000137";"";"";"alyssonhicallo.md@gmail.com";"0";"";"N";1;"";"85805075";"ALTO ALEGRE";"CASCAVEL";"";631;"RUA FLAMBOYANT";"PR";"";"";"IMPLANTAÇÃO 750,00
MENSALIDADES 170,00
INICIO 24/06
VENCIMENTO 05/08";"00459850690";"";"26/04/2021";0;"0";"0"
39824903;398;4563;0;"LATA VELHA BURGER";"FELIPE";"OZEIAS NOVAES RODRIGO";"24903435000104";"";"111222333";"@";"0";"";"N";1;"";"85810010";"NEVA";"CASCAVEL";"";1327;"R. PIO XII";"PR";"";"";"";"99837706";"";"27/04/2021";0;"0";"0"
39900631;399;4563;0;"FHERAS ARTIGOS ESPORTIVOS";"GILVANE";"GILVANI SBAQUIERO CASCAVEL";"00631071000192";"";"9031701403";"vendas@fheras.com.br";"2";"";"N";1;"";"85805090";"ALTO ALEGRE";"CASCAVEL";"";476;"R. GRACILIANO RAMOS";"PR";"";"";"iniciou dia 06/07 -  vai tentar cobrar 900,00 pelo muito trabalho era 500,00";"4530351878";"4530351878";"04/05/2021";0;"180";"0"
40041260;400;4563;0;"CLUBE 2000 - RESTAURANTE E EVENTOS LTDA";"DIAKSON";"CLUBE 2000 - RESTAURANTE E EVENTOS LTDA";"41260975000136";"";"9088520367";"@";"0";"ANDERSON";"N";1;"";"85812002";"CENTRO";"CASCAVEL";"";4899;"AV. BRASIL";"PR";"";"";"";"33220776";"";"04/05/2021";0;"0";"0"
40141598;401;4506;0;"BRASA STEAK & BAR";"MOARA";"BRASA STEAK LTDA";"41598524000103";"";"90888840-59";"moaracaroline@hotmail.com";"0";"DANIEL";"N";3;"";"85415000";"PRIMAVERA";"CAFELANDIA";"";18;"RUA JOAO LILI CIRICO";"PR";"";"";"";"4599248916";"";"10/05/2021";0;"220";"0"
40241761;402;4563;0;"FRUTARIA SABOR DO CAMPO";"ZE RAIMUNDO";"JOSE ROMUALDO PEDRO 02364238943";"41761395000122";"";"";"jozerpedro@hotmail.com";"0";"DANIEL";"N";1;"";"85807550";"COQUEIRAL";"CASCAVEL";"";1561;"R FRANCISCO BARTNIK";"PR";"";"";"";"4598165022";"";"12/05/2021";0;"120";"0"
40340093;403;4695;0;"WORLD PODS";"CAIO BERALDO";"CAIO JUNIOR GOMES BERALDO";"40093428898";"";"";"caiojgb@hotmail.com";"0";"DANIEL";"N";1;"";"87113090";"JD PANORAMA";"MARINGA";"";1070;"RUA MACHADO DE ASSIS";"PR";"";"";"PRIMEIRA MENSALIDADE PRA SEGUNDA FEIRA. METODO DE COBRANCA: PAGA PARA USAR (PRE-PAGO)
CPF 40093428898";"44999861465";"";"12/05/2021";0;"0";"0"
40437176;404;4505;0;"NA PETISCARIA";"NATHALIA";"NATHALIA MARQUES";"37176965000140";"";"111222333";"@";"0";"ANDERSON";"N";1;"";"85410000";"CENTRO";"NOVA AURORA";"";10;"AV. SAO LUIZ";"PR";"";"";"";"99954816";"";"14/05/2021";0;"0";"0"
40539903;405;4587;0;"VOVO SISI";"WANYLA KEROLAYNE BERNARDO";"SIRLEY APARECIDA MARTIN 02894339836";"39903027000120";"";"";"vovo.sisi@hotmail.com";"0";"";"N";1;"";"85935000";"BRAGANTINA";"ASSIS CHATEAUBRIAND";"";476;"AV PARANA";"PR";"";"";"";"4499181183";"";"17/05/2021";0;"0";"400"
40641283;406;4740;0;"SAKA SHOPPING";"DIAKSON";"SAKA SHOPPING COZINHA ORIENTAL LTDA";"41283246000103";"";"9088544622";"saka.palladium@gmail.com";"0";"";"N";1;"";"87502000";"ZONA III";"UMUARAMA";"L67 PALLADIUM";8455;"AV PARANA";"PR";"";"";"saka sushi shopping";"999694447";"";"03/06/2021";0;"0";"0"
40741162;407;4740;0;"CHOCOSTORY";"DOUGLAS";"CHOCOSTORY COMERCIO LTDA";"41162763000116";"";"9088407633";"@";"0";"DANIEL";"N";1;"";"87502000";"ZONA III";"UMUARAMA";"";8455;"AV PARANA";"PR";"";"";"";"44988074348";"";"03/06/2021";0;"180";"0"
40837644;408;4571;0;"ROYAL CAKE";"PATRICIA";"PATRICIA BRAGHIN CANDELORO";"37644768000108";"";"";"patricia.braghin@hotmail.com";"0";"";"N";1;"";"85851020";"CENTRO";"FOZ DO IGUACU";"";1986;"R MARECHAL FLORIANO PEIXOTO";"PR";"";"";"INSTALADO PACOTE BASICO A PRINCIPIO. CLIENTE VAI VER A NECESSIDADE DE IMPLANTACAO DO PACOTE COMPLETO MAIS ADIANTE.";"45999523192";"";"07/06/2021";0;"220";"0"
40938946;409;5107;0;"MARQUES GASTRONOMIA";"RODRIGO";"GR RESTAURANTES LTDA";"38946123000192";"";"0570354927";"@";"0";"ANDERSON";"N";1;"";"94010021";"CENTRO";"GRAVATAI";"";1471;"RUA DR LUIZ BASTOS DO PRADO";"RS";"";"";"";"519715616";"";"08/06/2021";0;"800";"350"
41017928;410;4563;0;"EVANDRO JORGE FERRONATTO";"EVANNDRO";"EVANDRO JORGE FERRONATTO";"17928467000107";"";"9063052679";"Kas.ferronatto@gmail.com";"0";"ANDERSON";"N";1;"";"85815385";"JARDIM CONSOLATA";"CASCAVEL";"";163;"R. ARNALDO ESTRELA";"PR";"";"";"";"32278041";"";"14/06/2021";0;"0";"0"
